exp	description	val_bpb	peak_mem_gb	tok_sec	mfu	steps	status	notes	gpu_name	baseline_sha
exp0	baseline (no modifications)	1.090293	5.9	299233	17.0	2739	baseline	depth=8, NVIDIA GeForce RTX 5090	NVIDIA GeForce RTX 5090	551054ba1198be11c2a63d768efb7fbf75e604d9
exp1	Decrease DEVICE_BATCH_SIZE to half its original value to enable more gradient steps per epoch.	0.000000	0.0	0	0.0	0	crash	training crashed or timed out	NVIDIA GeForce RTX 5090	551054ba1198be11c2a63d768efb7fbf75e604d9
exp2	Reduce TOTAL_BATCH_SIZE to half its original value to allow more gradient steps per fixed time.	0.000000	0.0	0	0.0	0	crash	training crashed or timed out	NVIDIA GeForce RTX 5090	551054ba1198be11c2a63d768efb7fbf75e604d9
exp3	Lower MATRIX_LR from 0.02 to 0.015	1.037409	5.8	542819	35.8	4971	keep	MATRIX_LR controls the learning rate for matrix parameters, a crucial part of th	NVIDIA GeForce RTX 5090	551054ba1198be11c2a63d768efb7fbf75e604d9
exp4	Lower DEVICE_BATCH_SIZE to 75% of its current value to increase gradient steps per unit time.	0.000000	0.0	0	0.0	0	crash	training crashed or timed out	NVIDIA GeForce RTX 5090	551054ba1198be11c2a63d768efb7fbf75e604d9
exp5	Decrease WEIGHT_DECAY from 0.075 to 0.05	1.038425	5.8	542666	35.8	4967	discard	Weight decay regularizes the model and prevents overfitting, but too high a valu	NVIDIA GeForce RTX 5090	551054ba1198be11c2a63d768efb7fbf75e604d9
exp6	Increase WARMDOWN_RATIO from 0.62 to 0.75	1.037968	5.8	543000	35.8	4971	discard	Increasing the warmdown ratio further will extend the period of gradual learning	NVIDIA GeForce RTX 5090	551054ba1198be11c2a63d768efb7fbf75e604d9
exp7	Decrease ASPECT_RATIO from 64 to 56	1.037254	5.8	542333	35.8	4964	keep	Lowering ASPECT_RATIO modestly reduces model width (for a fixed depth) and hence	NVIDIA GeForce RTX 5090	551054ba1198be11c2a63d768efb7fbf75e604d9
exp8	Decrease HEAD_DIM from 128 to 112	1.041536	5.2	622666	33.5	5702	discard	Lowering the head dimension will reduce both memory usage and per-step computati	NVIDIA GeForce RTX 5090	551054ba1198be11c2a63d768efb7fbf75e604d9
exp9	Decrease DEPTH by 1 (i.e., set DEPTH = _hp_defaults['depth'] - 1)	1.040237	5.2	610000	35.7	5585	discard	Reducing the model depth will decrease per-step memory usage, allowing for the p	NVIDIA GeForce RTX 5090	551054ba1198be11c2a63d768efb7fbf75e604d9
